algorithm,num_episodes,num_labels,num_neighbors,random_seed_index,target_color,random_seed,target_color_hex,color_sequence_type,_hostname,_pwd,_username,_start_time,_end_time,answer,answer_episode,num_fallbacks,runtime,total_episodes
exact-heuristic,10000,200,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:03.960953,2017-07-21 18:23:10.669839,#C9798D,9460,0,0.020554065704345703,45
neighbor-heuristic,10000,200,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:10.671718,2017-07-21 18:23:17.268661,#C9798D,9460,0,0.020512104034423828,45
neighbor-heuristic,10000,200,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:17.277317,2017-07-21 18:23:23.877884,#C9798D,9460,0,0.020787715911865234,45
neighbor-heuristic,10000,200,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:23.879557,2017-07-21 18:23:30.293126,#C9798D,9460,0,0.020174503326416016,45
brute-force,10000,200,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:30.295070,2017-07-21 18:23:41.228195,#79B62E,9427,0,4.497734069824219,10000
exact-heuristic,10000,200,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:41.230684,2017-07-21 18:23:47.679788,#79B62E,9427,0,0.016111373901367188,36
neighbor-heuristic,10000,200,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:47.681651,2017-07-21 18:23:54.142214,#79B62E,9427,0,0.01624274253845215,36
neighbor-heuristic,10000,200,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:23:54.143853,2017-07-21 18:24:00.650665,#79B62E,9427,0,0.016299962997436523,36
neighbor-heuristic,10000,200,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:00.652311,2017-07-21 18:24:07.160828,#79B62E,9427,0,0.016724824905395508,36
brute-force,10000,200,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:07.162455,2017-07-21 18:24:18.377226,#07F9B1,450,0,4.51163649559021,10000
exact-heuristic,10000,200,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:18.379126,2017-07-21 18:24:24.838996,#07F9B1,450,0,0.019114255905151367,43
neighbor-heuristic,10000,200,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:24.855281,2017-07-21 18:24:31.326596,#07F9B1,450,0,0.019227981567382812,43
neighbor-heuristic,10000,200,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:31.328412,2017-07-21 18:24:37.738437,#07F9B1,450,0,0.01924872398376465,43
neighbor-heuristic,10000,200,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:37.740148,2017-07-21 18:24:44.222469,#07F9B1,450,0,0.019368886947631836,43
brute-force,10000,200,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:44.224189,2017-07-21 18:24:55.074334,#F71F7A,8958,0,4.395383596420288,10000
exact-heuristic,10000,200,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:24:55.076206,2017-07-21 18:25:01.590089,#F71F7A,8958,0,0.03516960144042969,79
neighbor-heuristic,10000,200,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:01.592002,2017-07-21 18:25:08.065357,#F71F7A,8958,0,0.035071611404418945,79
neighbor-heuristic,10000,200,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:08.067038,2017-07-21 18:25:14.562401,#F71F7A,8958,0,0.035546064376831055,79
neighbor-heuristic,10000,200,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:14.564080,2017-07-21 18:25:21.071076,#F71F7A,8958,0,0.03625798225402832,79
brute-force,10000,200,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:21.072795,2017-07-21 18:25:32.241527,#C1B547,4648,0,4.522866249084473,10000
exact-heuristic,10000,200,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:32.243474,2017-07-21 18:25:38.807785,#C1B547,4648,0,0.0040509700775146484,8
neighbor-heuristic,10000,200,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:38.809870,2017-07-21 18:25:45.362059,#C1B547,4648,0,0.004109382629394531,8
neighbor-heuristic,10000,200,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:45.363810,2017-07-21 18:25:51.892001,#C1B547,4648,0,0.00393366813659668,8
neighbor-heuristic,10000,200,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:51.893707,2017-07-21 18:25:58.343138,#C1B547,4648,0,0.004028797149658203,8
brute-force,100000,10,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:25:58.344858,2017-07-21 18:27:36.318749,#CD678E,88543,0,47.10981512069702,100000
exact-heuristic,100000,10,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:27:36.320630,2017-07-21 18:28:33.172093,#CD678E,88543,0,5.452781915664673,11883
neighbor-heuristic,100000,10,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:28:33.174235,2017-07-21 18:29:29.197920,#CD678E,88543,0,6.153047800064087,11883
neighbor-heuristic,100000,10,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:29:29.199749,2017-07-21 18:30:24.079771,#CD678E,88543,0,5.425253391265869,11883
neighbor-heuristic,100000,10,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:30:24.082217,2017-07-21 18:31:22.353497,#CD678E,88543,0,5.6380157470703125,11883
brute-force,100000,10,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:31:22.355116,2017-07-21 18:33:00.823167,#77B22E,40214,0,46.3893187046051,100000
exact-heuristic,100000,10,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:33:00.824969,2017-07-21 18:33:57.570495,#77B22E,40214,0,4.8976428508758545,10224
neighbor-heuristic,100000,10,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:33:57.572355,2017-07-21 18:34:54.151593,#77B22E,40214,0,5.486336946487427,10224
neighbor-heuristic,100000,10,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:34:54.153307,2017-07-21 18:35:50.470588,#77B22E,40214,0,4.792137861251831,10224
neighbor-heuristic,100000,10,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:35:50.472311,2017-07-21 18:36:47.353733,#77B22E,40214,0,4.863663196563721,10224
brute-force,100000,10,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:36:47.355471,2017-07-21 18:38:27.320768,#09FEA1,37577,0,47.70870637893677,100000
exact-heuristic,100000,10,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:38:27.323581,2017-07-21 18:39:22.513164,#09FEA1,37577,0,3.952378034591675,6994
neighbor-heuristic,100000,10,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:39:22.515643,2017-07-21 18:40:17.121351,#09FEA1,37577,0,3.268975257873535,6994
neighbor-heuristic,100000,10,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:40:17.123337,2017-07-21 18:41:11.717963,#09FEA1,37577,0,3.2777915000915527,6994
neighbor-heuristic,100000,10,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:41:11.720730,2017-07-21 18:42:07.217731,#09FEA1,37577,0,3.2843539714813232,6994
brute-force,100000,10,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:42:07.219866,2017-07-21 18:43:45.331791,#F61577,62133,0,47.023948669433594,100000
exact-heuristic,100000,10,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:43:45.333999,2017-07-21 18:44:37.290599,#F61577,62133,0,2.49718976020813,5520
neighbor-heuristic,100000,10,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:44:37.293598,2017-07-21 18:45:33.146567,#F61577,62133,0,2.5999958515167236,5520
neighbor-heuristic,100000,10,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:45:33.148700,2017-07-21 18:46:26.928656,#F61577,62133,0,3.2921664714813232,5520
neighbor-heuristic,100000,10,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:46:26.930740,2017-07-21 18:47:19.357664,#F61577,62133,0,2.4855692386627197,5520
brute-force,100000,10,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:47:19.359700,2017-07-21 18:48:55.063483,#BCAF49,52385,0,45.97951030731201,100000
exact-heuristic,100000,10,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:48:55.065851,2017-07-21 18:49:49.699307,#BBB048,27868,0,4.741511344909668,10224
neighbor-heuristic,100000,10,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:49:49.702316,2017-07-21 18:50:46.763539,#BBB048,27868,0,4.796076059341431,10224
neighbor-heuristic,100000,10,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:50:46.765693,2017-07-21 18:51:43.812881,#BBB048,27868,0,4.783026218414307,10224
neighbor-heuristic,100000,10,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:51:43.814863,2017-07-21 18:52:40.796637,#BBB048,27868,0,4.734739542007446,10224
brute-force,100000,20,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:52:40.808405,2017-07-21 18:54:17.583308,#CD678E,88543,0,45.18269205093384,100000
exact-heuristic,100000,20,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:54:17.585584,2017-07-21 18:55:10.538167,#CD678E,88543,0,2.0452756881713867,4598
neighbor-heuristic,100000,20,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:55:10.540668,2017-07-21 18:56:03.073288,#CD678E,88543,0,2.0929086208343506,4598
neighbor-heuristic,100000,20,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:56:03.075504,2017-07-21 18:56:56.516549,#CD678E,88543,0,2.0794014930725098,4598
neighbor-heuristic,100000,20,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:56:56.519107,2017-07-21 18:57:51.578796,#CD678E,88543,0,2.1303036212921143,4598
brute-force,100000,20,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:57:51.581213,2017-07-21 18:59:32.110860,#77B22E,40214,0,47.4233775138855,100000
exact-heuristic,100000,20,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 18:59:32.113331,2017-07-21 19:00:26.349266,#77B22E,40214,0,1.9588916301727295,4243
neighbor-heuristic,100000,20,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:00:26.351595,2017-07-21 19:01:21.586732,#77B22E,40214,0,2.012277603149414,4243
neighbor-heuristic,100000,20,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:01:21.588959,2017-07-21 19:02:16.698405,#77B22E,40214,0,2.7903265953063965,4243
neighbor-heuristic,100000,20,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:02:16.700537,2017-07-21 19:03:09.424301,#77B22E,40214,0,1.8712010383605957,4243
brute-force,100000,20,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:03:09.426770,2017-07-21 19:04:48.592549,#09FEA1,37577,0,46.505428075790405,100000
exact-heuristic,100000,20,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:04:48.594451,2017-07-21 19:05:41.405050,#09FEA1,37577,0,0.833287239074707,1820
neighbor-heuristic,100000,20,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:05:41.406911,2017-07-21 19:06:34.564717,#09FEA1,37577,0,0.8307631015777588,1820
neighbor-heuristic,100000,20,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:06:34.566512,2017-07-21 19:07:28.923190,#09FEA1,37577,0,0.8496346473693848,1820
neighbor-heuristic,100000,20,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:07:28.925034,2017-07-21 19:08:21.962696,#09FEA1,37577,0,0.7893929481506348,1820
brute-force,100000,20,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:08:21.964559,2017-07-21 19:09:58.801785,#F61577,62133,0,45.92760252952576,100000
exact-heuristic,100000,20,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:09:58.804662,2017-07-21 19:10:55.941432,#F61577,62133,0,3.3468282222747803,4827
neighbor-heuristic,100000,20,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:10:55.954301,2017-07-21 19:11:52.487615,#F61577,62133,0,2.319289207458496,4827
neighbor-heuristic,100000,20,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:11:52.489512,2017-07-21 19:12:48.548717,#F61577,62133,0,2.327559232711792,4827
neighbor-heuristic,100000,20,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:12:48.550578,2017-07-21 19:13:44.240587,#F61577,62133,0,2.3014028072357178,4827
brute-force,100000,20,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:13:44.242386,2017-07-21 19:15:26.211654,#BCAF49,52385,0,48.49054956436157,100000
exact-heuristic,100000,20,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:15:26.214223,2017-07-21 19:16:21.922911,#BCAF49,52385,0,2.8970296382904053,6231
neighbor-heuristic,100000,20,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:16:21.924771,2017-07-21 19:17:17.632202,#BCAF49,52385,0,3.6102395057678223,6231
neighbor-heuristic,100000,20,2,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:17:17.633838,2017-07-21 19:18:12.488304,#BCAF49,52385,0,2.893810987472534,6231
neighbor-heuristic,100000,20,3,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:18:12.489986,2017-07-21 19:19:07.577092,#BCAF49,52385,0,2.875483989715576,6231
brute-force,100000,50,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:19:07.579132,2017-07-21 19:20:49.236458,#CD678E,88543,0,47.30098605155945,100000
exact-heuristic,100000,50,0,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:20:49.238338,2017-07-21 19:21:44.084197,#CD678E,88543,0,0.7371916770935059,1617
neighbor-heuristic,100000,50,1,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:21:44.086265,2017-07-21 19:22:39.092618,#CD678E,88543,0,0.7337672710418701,1617
neighbor-heuristic,100000,50,2,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:22:39.094768,2017-07-21 19:23:35.228843,#CD678E,88543,0,1.4556400775909424,1617
neighbor-heuristic,100000,50,3,1,#CD6D8F,0.27741150101170864,#CD6D8F,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:23:35.230566,2017-07-21 19:24:30.504652,#CD678E,88543,0,0.7389721870422363,1617
brute-force,100000,50,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:24:30.506830,2017-07-21 19:26:11.707501,#77B22E,40214,0,47.170297384262085,100000
exact-heuristic,100000,50,0,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:26:11.710241,2017-07-21 19:27:07.814987,#77B22E,40214,0,0.6790273189544678,1463
neighbor-heuristic,100000,50,1,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:27:07.817372,2017-07-21 19:28:04.833569,#77B22E,40214,0,0.692568302154541,1463
neighbor-heuristic,100000,50,2,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:28:04.835630,2017-07-21 19:29:00.436737,#77B22E,40214,0,0.6327097415924072,1463
neighbor-heuristic,100000,50,3,1,#74B32E,0.27741150101170864,#74B32E,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:29:00.438594,2017-07-21 19:29:54.149476,#77B22E,40214,0,0.6298389434814453,1463
brute-force,100000,50,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:29:54.151297,2017-07-21 19:31:30.965734,#09FEA1,37577,0,44.12489724159241,100000
exact-heuristic,100000,50,0,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:31:30.967849,2017-07-21 19:32:24.743792,#09FEA1,37577,0,1.3271968364715576,1206
neighbor-heuristic,100000,50,1,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:32:24.745808,2017-07-21 19:33:17.198348,#09FEA1,37577,0,0.5177109241485596,1206
neighbor-heuristic,100000,50,2,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:33:17.200231,2017-07-21 19:34:10.022442,#09FEA1,37577,0,0.5197114944458008,1206
neighbor-heuristic,100000,50,3,1,#06FDA3,0.27741150101170864,#06FDA3,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:34:10.024346,2017-07-21 19:35:02.917127,#09FEA1,37577,0,0.5168173313140869,1206
brute-force,100000,50,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:35:02.919294,2017-07-21 19:36:39.585650,#F61577,62133,0,45.15274500846863,100000
exact-heuristic,100000,50,0,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:36:39.588594,2017-07-21 19:37:38.802821,#F61577,62133,0,2.0673301219940186,2071
neighbor-heuristic,100000,50,1,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:37:38.805237,2017-07-21 19:38:33.712374,#F61577,62133,0,0.9200327396392822,2071
neighbor-heuristic,100000,50,2,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:38:33.715327,2017-07-21 19:39:27.107158,#F61577,62133,0,0.9172811508178711,2071
neighbor-heuristic,100000,50,3,1,#F71976,0.27741150101170864,#F71976,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:39:27.109026,2017-07-21 19:40:20.142715,#F61577,62133,0,0.9251799583435059,2071
brute-force,100000,50,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:40:20.144527,2017-07-21 19:41:58.037339,#BCAF49,52385,0,45.87767934799194,100000
exact-heuristic,100000,50,0,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:41:58.039260,2017-07-21 19:42:50.929603,#BCAF49,52385,0,1.2931780815124512,1390
neighbor-heuristic,100000,50,1,1,#BCB249,0.27741150101170864,#BCB249,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-21 19:42:50.931524,2017-07-21 19:43:42.976038,#BCAF49,52385,0,0.59596848487854,1390
