algorithm,num_episodes,num_labels,random_seed_index,target_color,random_seed,target_color_hex,color_sequence_type,num_neighbors,_hostname,_pwd,_username,_start_time,_end_time,answer,num_fallbacks,runtime,total_episodes
brute-force,1000,100,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:38.514101,2017-06-23 22:32:39.480083,#FB1E83,0,0.42095232009887695,1000
exact-heuristic,1000,100,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:39.481870,2017-06-23 22:32:40.016728,#FB1E83,0,0.005045413970947266,11
brute-force,1000,100,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:40.018478,2017-06-23 22:32:40.990695,#BAC151,0,0.433880090713501,1000
exact-heuristic,1000,100,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:40.992367,2017-06-23 22:32:41.536158,#BDC638,0,0.0038213729858398438,8
brute-force,1000,200,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:41.537907,2017-06-23 22:32:42.578079,#DB6C81,0,0.416332483291626,1000
exact-heuristic,1000,200,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:42.579839,2017-06-23 22:32:43.223515,#CC7A79,0,0.002191781997680664,4
brute-force,1000,200,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:43.225186,2017-06-23 22:32:44.267347,#70A332,0,0.4152054786682129,1000
exact-heuristic,1000,200,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:44.269299,2017-06-23 22:32:44.913252,#91BD23,0,0.002226114273071289,4
brute-force,1000,200,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:44.915127,2017-06-23 22:32:45.951998,#28F9A7,0,0.4159054756164551,1000
exact-heuristic,1000,200,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:45.953792,2017-06-23 22:32:46.600477,#28F9A7,0,0.0017876625061035156,3
brute-force,1000,200,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:46.602145,2017-06-23 22:32:47.643302,#FB1E83,0,0.4156174659729004,1000
exact-heuristic,1000,200,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:47.645028,2017-06-23 22:32:48.292289,#FB1E83,0,0.003889799118041992,8
brute-force,1000,200,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:48.294087,2017-06-23 22:32:49.335305,#BAC151,0,0.4162330627441406,1000
exact-heuristic,1000,200,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:49.337151,2017-06-23 22:32:49.979132,#BFBF30,0,0.001842498779296875,3
brute-force,10000,10,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:49.980980,2017-06-23 22:32:59.387295,#D26F91,0,4.4714696407318115,10000
exact-heuristic,10000,10,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:32:59.389437,2017-06-23 22:33:04.903505,#D26F91,0,0.539689302444458,1197
brute-force,10000,10,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:05.130788,2017-06-23 22:33:14.434767,#76B434,0,4.284091472625732,10000
exact-heuristic,10000,10,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:14.437219,2017-06-23 22:33:19.638230,#76B434,0,0.43527841567993164,992
brute-force,10000,10,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:19.640597,2017-06-23 22:33:28.763212,#01FA9E,0,4.357370138168335,10000
exact-heuristic,10000,10,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:28.765612,2017-06-23 22:33:33.839255,#01FA9E,0,0.3127877712249756,717
brute-force,10000,10,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:33.841487,2017-06-23 22:33:42.916935,#F61476,0,4.352223634719849,10000
exact-heuristic,10000,10,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:42.919259,2017-06-23 22:33:47.919413,#F61476,0,0.24782514572143555,569
brute-force,10000,10,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:47.921423,2017-06-23 22:33:56.996012,#BBB347,0,4.256483793258667,10000
exact-heuristic,10000,10,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:33:56.998182,2017-06-23 22:34:02.254422,#BBB347,0,0.43551182746887207,992
brute-force,10000,20,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:02.256878,2017-06-23 22:34:11.414904,#D26F91,0,4.251449108123779,10000
exact-heuristic,10000,20,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:11.417163,2017-06-23 22:34:16.418060,#D26F91,0,0.21215415000915527,492
brute-force,10000,20,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:16.420267,2017-06-23 22:34:25.596992,#76B434,0,4.339336395263672,10000
exact-heuristic,10000,20,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:25.599227,2017-06-23 22:34:30.603049,#76B434,0,0.17022299766540527,392
brute-force,10000,20,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:30.605396,2017-06-23 22:34:39.772462,#01FA9E,0,4.3669960498809814,10000
exact-heuristic,10000,20,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:39.774724,2017-06-23 22:34:44.643511,#1CFCA2,0,0.07723426818847656,180
brute-force,10000,20,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:44.787789,2017-06-23 22:34:53.871273,#F61476,0,4.233869552612305,10000
exact-heuristic,10000,20,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:53.873582,2017-06-23 22:34:58.933724,#F61476,0,0.20830702781677246,478
brute-force,10000,20,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:34:58.936246,2017-06-23 22:35:08.131683,#BBB347,0,4.351656436920166,10000
exact-heuristic,10000,20,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:08.133922,2017-06-23 22:35:13.201752,#BBB347,0,0.28141355514526367,649
brute-force,10000,50,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:13.203795,2017-06-23 22:35:22.610606,#D26F91,0,4.3473381996154785,10000
exact-heuristic,10000,50,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:22.612968,2017-06-23 22:35:27.738386,#C96692,0,0.0622859001159668,145
brute-force,10000,50,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:27.750723,2017-06-23 22:35:37.057362,#76B434,0,4.248655796051025,10000
exact-heuristic,10000,50,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:37.257479,2017-06-23 22:35:42.374661,#76B434,0,0.06707048416137695,156
brute-force,10000,50,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:42.377044,2017-06-23 22:35:51.685705,#01FA9E,0,4.239445924758911,10000
exact-heuristic,10000,50,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:51.688028,2017-06-23 22:35:56.810974,#1CFCA2,0,0.05315256118774414,123
brute-force,10000,50,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:35:56.813302,2017-06-23 22:36:06.118935,#F61476,0,4.236616611480713,10000
exact-heuristic,10000,50,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:06.121179,2017-06-23 22:36:11.276791,#F61476,0,0.09493684768676758,219
brute-force,10000,50,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:11.279122,2017-06-23 22:36:20.584430,#BBB347,0,4.232119798660278,10000
exact-heuristic,10000,50,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:20.690710,2017-06-23 22:36:25.827599,#BBB347,0,0.06572294235229492,152
brute-force,10000,100,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:25.830042,2017-06-23 22:36:35.537821,#D26F91,0,4.3179931640625,10000
exact-heuristic,10000,100,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:35.540245,2017-06-23 22:36:40.964845,#D26F91,0,0.03126859664916992,72
brute-force,10000,100,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:40.966988,2017-06-23 22:36:50.658052,#76B434,0,4.238049268722534,10000
exact-heuristic,10000,100,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:50.660125,2017-06-23 22:36:56.122468,#76B434,0,0.016544342041015625,38
brute-force,10000,100,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:36:56.124825,2017-06-23 22:37:05.803935,#01FA9E,0,4.225750207901001,10000
exact-heuristic,10000,100,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:05.812636,2017-06-23 22:37:11.291078,#01FA9E,0,0.02546238899230957,59
brute-force,10000,100,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:11.293201,2017-06-23 22:37:21.014672,#F61476,0,4.234721660614014,10000
exact-heuristic,10000,100,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:21.016879,2017-06-23 22:37:26.531548,#F61476,0,0.04215383529663086,97
brute-force,10000,100,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:26.533617,2017-06-23 22:37:36.264497,#BBB347,0,4.3214898109436035,10000
exact-heuristic,10000,100,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:36.266877,2017-06-23 22:37:41.706131,#BBB347,0,0.02962946891784668,68
brute-force,10000,200,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:41.718339,2017-06-23 22:37:52.147684,#D26F91,0,4.237107992172241,10000
exact-heuristic,10000,200,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:52.150088,2017-06-23 22:37:58.360133,#C5678D,0,0.0200197696685791,46
brute-force,10000,200,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:37:58.362281,2017-06-23 22:38:08.824684,#76B434,0,4.251645803451538,10000
exact-heuristic,10000,200,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:08.826884,2017-06-23 22:38:15.012062,#76B434,0,0.012363672256469727,28
brute-force,10000,200,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:15.014276,2017-06-23 22:38:25.490231,#01FA9E,0,4.253126382827759,10000
exact-heuristic,10000,200,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:25.492654,2017-06-23 22:38:31.720281,#01FA9E,0,0.024794578552246094,57
brute-force,10000,200,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:31.722451,2017-06-23 22:38:42.179966,#F61476,0,4.32059645652771,10000
exact-heuristic,10000,200,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:42.182307,2017-06-23 22:38:48.352736,#F61476,0,0.029499053955078125,68
brute-force,10000,200,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:48.355197,2017-06-23 22:38:58.817466,#BBB347,0,4.256300449371338,10000
exact-heuristic,10000,200,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:38:58.819693,2017-06-23 22:39:04.990125,#BBB347,0,0.0076787471771240234,17
brute-force,100000,10,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:39:04.992436,2017-06-23 22:40:38.319696,#CF6D8D,0,45.32922887802124,100000
exact-heuristic,100000,10,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:40:38.322238,2017-06-23 22:41:32.824776,#CF6D8D,0,5.479355096817017,12133
brute-force,100000,10,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:41:32.829340,2017-06-23 22:43:07.032404,#77B22E,0,45.30891418457031,100000
exact-heuristic,100000,10,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:43:07.035013,2017-06-23 22:44:00.971325,#77B22E,0,4.698421955108643,10430
brute-force,100000,10,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:44:00.973759,2017-06-23 22:45:34.984090,#03FCA8,0,44.6981782913208,100000
exact-heuristic,100000,10,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:45:34.986582,2017-06-23 22:46:30.677579,#03FCA8,0,3.333491325378418,7143
brute-force,100000,10,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:46:30.679804,2017-06-23 22:48:08.056762,#F71774,0,46.42975449562073,100000
exact-heuristic,100000,10,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:48:08.059375,2017-06-23 22:49:00.463967,#F71774,0,3.181823492050171,5407
brute-force,100000,10,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:49:00.466261,2017-06-23 22:50:36.319588,#BAB249,0,46.16919708251953,100000
exact-heuristic,100000,10,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:50:36.322168,2017-06-23 22:51:34.069959,#BAB249,0,4.8898231983184814,10430
brute-force,100000,20,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:51:34.071985,2017-06-23 22:53:14.147677,#CF6D8D,0,47.07823348045349,100000
exact-heuristic,100000,20,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:53:14.150210,2017-06-23 22:54:08.983235,#CF6D8D,0,2.181755542755127,4689
brute-force,100000,20,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:54:08.985239,2017-06-23 22:55:47.327364,#77B22E,0,45.39775776863098,100000
exact-heuristic,100000,20,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:55:47.330150,2017-06-23 22:56:42.150972,#77B22E,0,1.975867509841919,4256
brute-force,100000,20,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:56:42.153130,2017-06-23 22:58:22.141738,#03FCA8,0,47.322858810424805,100000
exact-heuristic,100000,20,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:58:22.144245,2017-06-23 22:59:15.630190,#03FCA8,0,0.8288507461547852,1810
brute-force,100000,20,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 22:59:15.632331,2017-06-23 23:00:55.371615,#F71774,0,47.283300161361694,100000
exact-heuristic,100000,20,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:00:55.374292,2017-06-23 23:01:51.969562,#F71774,0,2.2257797718048096,4832
brute-force,100000,20,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:01:51.971856,2017-06-23 23:03:32.665552,#BAB249,0,47.925395250320435,100000
exact-heuristic,100000,20,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:03:32.668376,2017-06-23 23:04:29.765520,#BAB249,0,3.676408052444458,6041
brute-force,100000,50,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:04:29.767611,2017-06-23 23:06:11.373754,#CF6D8D,0,46.98306655883789,100000
exact-heuristic,100000,50,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:06:11.376404,2017-06-23 23:07:05.642119,#CF6D8D,0,0.7271838188171387,1649
brute-force,100000,50,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:07:05.644604,2017-06-23 23:08:45.408687,#77B22E,0,46.393235206604004,100000
exact-heuristic,100000,50,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:08:45.411350,2017-06-23 23:09:38.372828,#77B22E,0,0.6772456169128418,1539
brute-force,100000,50,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:09:38.375300,2017-06-23 23:11:14.630788,#03FCA8,0,44.19280171394348,100000
exact-heuristic,100000,50,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:11:14.633469,2017-06-23 23:12:11.604675,#03FCA8,0,0.5504035949707031,1218
brute-force,100000,50,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:12:11.606613,2017-06-23 23:13:50.602010,#F71774,0,45.27955484390259,100000
exact-heuristic,100000,50,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:13:50.604859,2017-06-23 23:14:43.479971,#F71774,0,0.8638551235198975,2014
brute-force,100000,50,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:14:43.482526,2017-06-23 23:16:20.079317,#BAB249,0,44.53426790237427,100000
exact-heuristic,100000,50,2,#BCB249,0.8946098106246071,#BCB249,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:16:20.082089,2017-06-23 23:17:17.570099,#BAB249,0,0.6658782958984375,1466
brute-force,100000,100,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:17:17.572344,2017-06-23 23:19:04.550658,#CF6D8D,0,47.37100577354431,100000
exact-heuristic,100000,100,2,#CD6D8F,0.8946098106246071,#CD6D8F,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:19:04.553084,2017-06-23 23:20:04.106489,#CF6D8D,0,0.32581663131713867,726
brute-force,100000,100,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:20:04.108415,2017-06-23 23:21:51.502820,#77B22E,0,47.71402835845947,100000
exact-heuristic,100000,100,2,#74B32E,0.8946098106246071,#74B32E,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:21:51.505210,2017-06-23 23:22:51.754083,#77B22E,0,0.24965524673461914,557
brute-force,100000,100,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:22:51.756580,2017-06-23 23:24:38.217093,#03FCA8,0,47.133211612701416,100000
exact-heuristic,100000,100,2,#06FDA3,0.8946098106246071,#06FDA3,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:24:38.219366,2017-06-23 23:25:39.894224,#03FCA8,0,0.2644612789154053,573
brute-force,100000,100,2,#F71976,0.8946098106246071,#F71976,random,0,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-06-23 23:25:39.896692,2017-06-23 23:27:27.378819,#F71774,0,47.274775981903076,100000
