algorithm,always_use_neighbors,num_episodes,num_labels,num_neighbors,random_seed_index,target_color,trial,random_seed,target_label,target_label_index,color_sequence_type,_hostname,_pwd,_username,_start_time,_end_time,answer,answer_episode,changes,num_fallbacks,runtime,total_episodes
neighbor-heuristic,False,1000,20,10,0,#BCB249,0,0.6089990701367864,yellow,11,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:19.388308,2017-07-24 16:51:20.054443,#C0A443,613,"[[0, 20]]",0,0.03554701805114746,63
brute-force,True,1000,20,0,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:20.056618,2017-07-24 16:51:21.180521,#6B8DC3,73,"[[0, 20]]",0,0.5276548862457275,1000
exact-heuristic,True,1000,20,0,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:21.184383,2017-07-24 16:51:21.873960,#6B8DC3,73,"[[0, 20]]",0,0.017767667770385742,31
neighbor-heuristic,True,1000,20,2,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:21.878434,2017-07-24 16:51:22.584537,#6B8DC3,73,"[[0, 20]]",1,0.03924727439880371,70
neighbor-heuristic,False,1000,20,2,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:22.586497,2017-07-24 16:51:23.221912,#6B8DC3,73,"[[0, 20]]",0,0.017838001251220703,31
neighbor-heuristic,True,1000,20,5,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:23.224036,2017-07-24 16:51:23.976660,#6B8DC3,73,"[[0, 20]]",1,0.10622954368591309,194
neighbor-heuristic,False,1000,20,5,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:23.978587,2017-07-24 16:51:24.630518,#6B8DC3,73,"[[0, 20]]",0,0.016778230667114258,31
neighbor-heuristic,True,1000,20,10,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:24.632866,2017-07-24 16:51:25.547560,#6B8DC3,73,"[[0, 20]]",1,0.29241061210632324,498
neighbor-heuristic,False,1000,20,10,0,#608EC6,0,0.6089990701367864,light blue,6,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:25.549543,2017-07-24 16:51:26.169925,#6B8DC3,73,"[[0, 20]]",0,0.01673436164855957,31
brute-force,True,1000,20,0,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:26.172063,2017-07-24 16:51:27.272362,#798B94,686,"[[0, 20]]",0,0.5058798789978027,1000
exact-heuristic,True,1000,20,0,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:27.275318,2017-07-24 16:51:27.924708,#798B94,686,"[[0, 20]]",0,0.02809929847717285,53
neighbor-heuristic,True,1000,20,2,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:27.927748,2017-07-24 16:51:28.658917,#798B94,686,"[[0, 20]]",1,0.09049820899963379,167
neighbor-heuristic,False,1000,20,2,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:28.661165,2017-07-24 16:51:29.312842,#798B94,686,"[[0, 20]]",0,0.028402090072631836,53
neighbor-heuristic,True,1000,20,5,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:29.314926,2017-07-24 16:51:30.066715,#798B94,686,"[[0, 20]]",1,0.15879392623901367,296
neighbor-heuristic,False,1000,20,5,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:30.068818,2017-07-24 16:51:30.720736,#798B94,686,"[[0, 20]]",0,0.028172969818115234,53
neighbor-heuristic,True,1000,20,10,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:30.722822,2017-07-24 16:51:31.635243,#798B94,686,"[[0, 20]]",1,0.2882370948791504,535
neighbor-heuristic,False,1000,20,10,0,#757988,0,0.6089990701367864,grey,12,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:31.637276,2017-07-24 16:51:32.272089,#798B94,686,"[[0, 20]]",0,0.02881026268005371,53
brute-force,True,1000,20,0,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:32.274051,2017-07-24 16:51:33.394536,#4DF05C,0,"[[0, 20]]",0,0.505422830581665,1000
exact-heuristic,True,1000,20,0,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:33.397355,2017-07-24 16:51:34.022044,#4DF05C,0,"[[0, 20]]",0,0.03052544593811035,57
neighbor-heuristic,True,1000,20,2,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:34.025141,2017-07-24 16:51:34.744407,#4DF05C,0,"[[0, 20]]",1,0.09378981590270996,175
neighbor-heuristic,False,1000,20,2,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:34.746524,2017-07-24 16:51:35.374214,#4DF05C,0,"[[0, 20]]",0,0.030443191528320312,57
neighbor-heuristic,True,1000,20,5,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:35.376320,2017-07-24 16:51:36.133960,#4DF05C,0,"[[0, 20]]",1,0.1569809913635254,292
neighbor-heuristic,False,1000,20,5,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:36.136275,2017-07-24 16:51:36.794211,#4DF05C,0,"[[0, 20]]",0,0.030900955200195312,57
neighbor-heuristic,True,1000,20,10,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:36.796298,2017-07-24 16:51:37.698232,#4DF05C,0,"[[0, 20]]",1,0.2981581687927246,553
neighbor-heuristic,False,1000,20,10,0,#46E35F,0,0.6089990701367864,light green,9,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:37.700150,2017-07-24 16:51:38.358290,#4DF05C,0,"[[0, 20]]",0,0.030503273010253906,57
brute-force,True,1000,20,0,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:38.360496,2017-07-24 16:51:39.462557,#1FBE0D,320,"[[0, 20]]",0,0.5069291591644287,1000
exact-heuristic,True,1000,20,0,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:39.465210,2017-07-24 16:51:40.127758,#1FBE0D,320,"[[0, 20]]",0,0.04170346260070801,78
neighbor-heuristic,True,1000,20,2,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:40.197791,2017-07-24 16:51:40.876927,#1FBE0D,320,"[[0, 20]]",1,0.0874028205871582,162
neighbor-heuristic,False,1000,20,2,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:40.879045,2017-07-24 16:51:41.518934,#1FBE0D,320,"[[0, 20]]",0,0.04215502738952637,78
neighbor-heuristic,True,1000,20,5,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:41.521092,2017-07-24 16:51:42.285636,#1FBE0D,320,"[[0, 20]]",1,0.1427614688873291,266
neighbor-heuristic,False,1000,20,5,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:42.287605,2017-07-24 16:51:42.925610,#1FBE0D,320,"[[0, 20]]",0,0.04147601127624512,78
neighbor-heuristic,True,1000,20,10,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:42.927631,2017-07-24 16:51:43.855761,#1FBE0D,320,"[[0, 20]]",1,0.30061793327331543,553
neighbor-heuristic,False,1000,20,10,0,#25AF13,0,0.6089990701367864,green,0,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:43.857448,2017-07-24 16:51:44.499517,#1FBE0D,320,"[[0, 20]]",0,0.04231071472167969,78
brute-force,True,1000,20,0,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:44.501282,2017-07-24 16:51:45.641750,#177765,183,"[[0, 20]]",0,0.5196874141693115,1000
exact-heuristic,True,1000,20,0,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:45.644228,2017-07-24 16:51:46.263613,#168972,980,"[[0, 20]]",0,0.023485898971557617,44
neighbor-heuristic,True,1000,20,2,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:46.266278,2017-07-24 16:51:46.913607,#168972,980,"[[0, 20]]",1,0.049128055572509766,91
neighbor-heuristic,False,1000,20,2,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:46.915362,2017-07-24 16:51:47.564762,#168972,980,"[[0, 20]]",0,0.024111032485961914,44
neighbor-heuristic,True,1000,20,5,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:47.567322,2017-07-24 16:51:48.285920,#177765,183,"[[0, 20]]",1,0.11673927307128906,212
neighbor-heuristic,False,1000,20,5,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:48.287647,2017-07-24 16:51:48.934152,#168972,980,"[[0, 20]]",0,0.024320125579833984,44
neighbor-heuristic,True,1000,20,10,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:48.935844,2017-07-24 16:51:49.818948,#177765,183,"[[0, 20]]",1,0.2764468193054199,513
neighbor-heuristic,False,1000,20,10,0,#057D68,0,0.6089990701367864,teal,7,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:49.820782,2017-07-24 16:51:50.476931,#168972,980,"[[0, 20]]",0,0.02363872528076172,44
brute-force,True,1000,50,0,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:50.478757,2017-07-24 16:51:51.632009,#D06E96,901,"[[0, 50]]",0,0.506533145904541,1000
exact-heuristic,True,1000,50,0,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:51.634562,2017-07-24 16:51:52.293648,#BE6C7D,927,"[[0, 50]]",0,0.00886082649230957,16
neighbor-heuristic,True,1000,50,2,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:52.296581,2017-07-24 16:51:52.993888,#BE6C7D,927,"[[0, 50]]",1,0.018721818923950195,33
neighbor-heuristic,False,1000,50,2,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:52.995806,2017-07-24 16:51:53.655940,#BE6C7D,927,"[[0, 50]]",0,0.00879526138305664,16
neighbor-heuristic,True,1000,50,5,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:53.657797,2017-07-24 16:51:54.393451,#D06E96,901,"[[0, 50]]",1,0.05398106575012207,97
neighbor-heuristic,False,1000,50,5,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:54.395239,2017-07-24 16:51:55.061089,#BE6C7D,927,"[[0, 50]]",0,0.008897066116333008,16
neighbor-heuristic,True,1000,50,10,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:55.062867,2017-07-24 16:51:55.859483,#D06E96,901,"[[0, 50]]",1,0.09824252128601074,177
neighbor-heuristic,False,1000,50,10,0,#CD6D8F,0,0.6089990701367864,mauve,25,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:55.861237,2017-07-24 16:51:56.543916,#BE6C7D,927,"[[0, 50]]",0,0.008822202682495117,16
brute-force,True,1000,50,0,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:56.545832,2017-07-24 16:51:57.708216,#76A42A,401,"[[0, 50]]",0,0.5108253955841064,1000
exact-heuristic,True,1000,50,0,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:57.710958,2017-07-24 16:51:58.397929,#76A42A,401,"[[0, 50]]",0,0.00830221176147461,15
neighbor-heuristic,True,1000,50,2,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:58.400882,2017-07-24 16:51:59.086056,#76A42A,401,"[[0, 50]]",1,0.03204846382141113,58
neighbor-heuristic,False,1000,50,2,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:59.092119,2017-07-24 16:51:59.776959,#76A42A,401,"[[0, 50]]",0,0.00831913948059082,15
neighbor-heuristic,True,1000,50,5,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:51:59.778833,2017-07-24 16:52:00.499334,#76A42A,401,"[[0, 50]]",1,0.06003856658935547,108
neighbor-heuristic,False,1000,50,5,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:00.501038,2017-07-24 16:52:01.197735,#76A42A,401,"[[0, 50]]",0,0.008330583572387695,15
neighbor-heuristic,True,1000,50,10,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:01.199578,2017-07-24 16:52:01.977990,#76A42A,401,"[[0, 50]]",1,0.10536527633666992,190
neighbor-heuristic,False,1000,50,10,0,#74B32E,0,0.6089990701367864,olive green,41,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:01.979738,2017-07-24 16:52:02.998019,#76A42A,401,"[[0, 50]]",0,0.016159534454345703,15
brute-force,True,1000,50,0,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:03.000217,2017-07-24 16:52:05.132013,#0EF6B5,448,"[[0, 50]]",0,0.8752102851867676,1000
exact-heuristic,True,1000,50,0,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:05.135468,2017-07-24 16:52:05.787042,#0EF6B5,448,"[[0, 50]]",0,0.007220745086669922,13
neighbor-heuristic,True,1000,50,2,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:05.789945,2017-07-24 16:52:06.484361,#0EF6B5,448,"[[0, 50]]",1,0.020452260971069336,36
neighbor-heuristic,False,1000,50,2,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:06.486148,2017-07-24 16:52:07.148259,#0EF6B5,448,"[[0, 50]]",0,0.0071642398834228516,13
neighbor-heuristic,True,1000,50,5,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:07.150011,2017-07-24 16:52:07.893958,#0EF6B5,448,"[[0, 50]]",1,0.057805538177490234,104
neighbor-heuristic,False,1000,50,5,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:07.895662,2017-07-24 16:52:08.565541,#0EF6B5,448,"[[0, 50]]",0,0.008018255233764648,13
neighbor-heuristic,True,1000,50,10,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:08.567323,2017-07-24 16:52:09.360025,#0EF6B5,448,"[[0, 50]]",1,0.12208986282348633,223
neighbor-heuristic,False,1000,50,10,0,#06FDA3,0,0.6089990701367864,turquoise,17,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:09.361765,2017-07-24 16:52:10.065258,#0EF6B5,448,"[[0, 50]]",0,0.007260799407958984,13
brute-force,True,1000,50,0,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:10.067044,2017-07-24 16:52:11.220811,#F51B83,985,"[[0, 50]]",0,0.505255937576294,1000
exact-heuristic,True,1000,50,0,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:11.223516,2017-07-24 16:52:11.903782,#F51B83,985,"[[0, 50]]",0,0.012119770050048828,22
neighbor-heuristic,True,1000,50,2,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:11.906959,2017-07-24 16:52:12.587393,#F51B83,985,"[[0, 50]]",1,0.026328086853027344,47
neighbor-heuristic,False,1000,50,2,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:12.589628,2017-07-24 16:52:13.280159,#F51B83,985,"[[0, 50]]",0,0.012104988098144531,22
neighbor-heuristic,True,1000,50,5,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:13.281777,2017-07-24 16:52:14.017289,#F51B83,985,"[[0, 50]]",1,0.061795949935913086,112
neighbor-heuristic,False,1000,50,5,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:14.019085,2017-07-24 16:52:14.716268,#F51B83,985,"[[0, 50]]",0,0.012128829956054688,22
neighbor-heuristic,True,1000,50,10,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:14.718150,2017-07-24 16:52:15.536033,#F51B83,985,"[[0, 50]]",1,0.12117838859558105,218
neighbor-heuristic,False,1000,50,10,0,#F71976,0,0.6089990701367864,hot pink,35,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:15.537865,2017-07-24 16:52:16.246519,#F51B83,985,"[[0, 50]]",0,0.012012958526611328,22
brute-force,True,1000,50,0,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:16.248353,2017-07-24 16:52:17.426479,#C0A443,613,"[[0, 50]]",0,0.5086314678192139,1000
exact-heuristic,True,1000,50,0,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:17.429210,2017-07-24 16:52:18.091891,#C0AC59,601,"[[0, 50]]",0,0.009901285171508789,18
neighbor-heuristic,True,1000,50,2,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:18.094710,2017-07-24 16:52:18.817510,#C0AC59,601,"[[0, 50]]",1,0.04227590560913086,77
neighbor-heuristic,False,1000,50,2,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:18.819389,2017-07-24 16:52:19.481770,#C0AC59,601,"[[0, 50]]",0,0.00986170768737793,18
neighbor-heuristic,True,1000,50,5,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:19.483610,2017-07-24 16:52:20.232140,#C0A443,613,"[[0, 50]]",1,0.0757896900177002,129
neighbor-heuristic,False,1000,50,5,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:20.233954,2017-07-24 16:52:20.968249,#C0AC59,601,"[[0, 50]]",0,0.010405778884887695,18
neighbor-heuristic,True,1000,50,10,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:20.970022,2017-07-24 16:52:21.880933,#C0A443,613,"[[0, 50]]",1,0.16874194145202637,226
neighbor-heuristic,False,1000,50,10,0,#BCB249,0,0.6089990701367864,tan,20,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:21.882721,2017-07-24 16:52:22.663223,#C0AC59,601,"[[0, 50]]",0,0.011048555374145508,18
brute-force,True,1000,50,0,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:22.665054,2017-07-24 16:52:23.973802,#6B8DC3,73,"[[0, 50]]",0,0.6077156066894531,1000
exact-heuristic,True,1000,50,0,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:23.977713,2017-07-24 16:52:24.778843,#6B8DC3,73,"[[0, 50]]",0,0.011812925338745117,19
neighbor-heuristic,True,1000,50,2,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:24.781885,2017-07-24 16:52:25.492558,#6B8DC3,73,"[[0, 50]]",1,0.02732539176940918,49
neighbor-heuristic,False,1000,50,2,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:25.494303,2017-07-24 16:52:26.167022,#6B8DC3,73,"[[0, 50]]",0,0.010386228561401367,19
neighbor-heuristic,True,1000,50,5,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:26.168662,2017-07-24 16:52:26.919828,#6B8DC3,73,"[[0, 50]]",1,0.05906343460083008,107
neighbor-heuristic,False,1000,50,5,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:26.921445,2017-07-24 16:52:27.603882,#6B8DC3,73,"[[0, 50]]",0,0.01045083999633789,19
neighbor-heuristic,True,1000,50,10,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:27.606090,2017-07-24 16:52:28.448118,#6B8DC3,73,"[[0, 50]]",1,0.10855817794799805,195
neighbor-heuristic,False,1000,50,10,0,#608EC6,0,0.6089990701367864,periwinkle,47,random,n006.cluster.com,/net/clusterhn.cluster.com/home/justinnhli/git/rdfwrap,justinnhli,2017-07-24 16:52:28.449800,2017-07-24 16:52:29.142344,#6B8DC3,73,"[[0, 50]]",0,0.010982275009155273,19
