algorithm	num_episodes	num_labels	num_trials	random_seed	target_color	target_color_hex	color_sequence_type	num_neighbors	_hostname	_pwd	_username	_start_time	_end_time	answer	num_fallbacks	runtime	total_episodes
brute-force	1000	50	1	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:18.887142	2017-06-19 16:34:19.983122	#EB1679	0	0.5005450248718262	995
exact-heuristic	1000	50	1	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:19.983340	2017-06-19 16:34:21.108297	#EB1679	1	0.521989107131958	995
brute-force	1000	50	2	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:21.108591	2017-06-19 16:34:22.122228	#EB1679	0	0.4614129066467285	995
exact-heuristic	1000	50	2	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:22.122382	2017-06-19 16:34:23.189136	#EB1679	1	0.4758589267730713	995
brute-force	1000	50	3	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:23.189317	2017-06-19 16:34:24.233894	#EB1679	0	0.49178099632263184	995
exact-heuristic	1000	50	3	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:24.234086	2017-06-19 16:34:25.290299	#EB1679	1	0.4672720432281494	995
brute-force	1000	50	4	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:25.291538	2017-06-19 16:34:26.328327	#EB1679	0	0.471235990524292	995
exact-heuristic	1000	50	4	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:26.328489	2017-06-19 16:34:27.390462	#EB1679	1	0.47078990936279297	995
brute-force	1000	50	5	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:27.390644	2017-06-19 16:34:28.444527	#EB1679	0	0.47551989555358887	995
exact-heuristic	1000	50	5	0.374395196873219	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:28.444700	2017-06-19 16:34:29.516365	#EB1679	1	0.46465086936950684	995
brute-force	1000	50	0	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:29.516549	2017-06-19 16:34:30.599941	#F51D78	0	0.4901120662689209	999
exact-heuristic	1000	50	0	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:30.600092	2017-06-19 16:34:31.726928	#F51D78	1	0.5241820812225342	999
brute-force	1000	50	1	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:31.727083	2017-06-19 16:34:32.835846	#F51D78	0	0.502561092376709	999
exact-heuristic	1000	50	1	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:32.836074	2017-06-19 16:34:33.970031	#F51D78	1	0.5022931098937988	999
brute-force	1000	50	2	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:33.970204	2017-06-19 16:34:35.041810	#F51D78	0	0.4938540458679199	999
exact-heuristic	1000	50	2	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:35.041965	2017-06-19 16:34:36.124409	#F51D78	1	0.48999714851379395	999
brute-force	1000	50	3	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:36.124567	2017-06-19 16:34:37.248805	#F51D78	0	0.5269331932067871	999
exact-heuristic	1000	50	3	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:37.249016	2017-06-19 16:34:38.371856	#F51D78	1	0.5234169960021973	999
brute-force	1000	50	4	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:38.372096	2017-06-19 16:34:39.526529	#F51D78	0	0.5452229976654053	999
exact-heuristic	1000	50	4	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:39.526681	2017-06-19 16:34:40.589370	#F51D78	1	0.47574901580810547	999
brute-force	1000	50	5	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:40.589529	2017-06-19 16:34:41.674957	#F51D78	0	0.47965192794799805	999
exact-heuristic	1000	50	5	0.23938158014086497	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:41.675141	2017-06-19 16:34:42.704611	#F51D78	1	0.4725799560546875	999
brute-force	1000	50	0	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:42.704766	2017-06-19 16:34:43.806607	#EF1883	0	0.5089619159698486	998
exact-heuristic	1000	50	0	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:43.806763	2017-06-19 16:34:44.849271	#EF1883	1	0.4701809883117676	998
brute-force	1000	50	1	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:44.849459	2017-06-19 16:34:45.903617	#EF1883	0	0.47727108001708984	998
exact-heuristic	1000	50	1	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:45.903863	2017-06-19 16:34:46.927934	#EF1883	1	0.45745015144348145	998
brute-force	1000	50	2	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:46.928112	2017-06-19 16:34:47.993153	#EF1883	0	0.49110984802246094	998
exact-heuristic	1000	50	2	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:47.993314	2017-06-19 16:34:49.127621	#EF1883	1	0.5245599746704102	998
brute-force	1000	50	3	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:49.127797	2017-06-19 16:34:50.273655	#EF1883	0	0.5152850151062012	998
exact-heuristic	1000	50	3	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:50.273817	2017-06-19 16:34:51.401265	#EF1883	1	0.524493932723999	998
brute-force	1000	50	4	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:51.401472	2017-06-19 16:34:53.220358	#EF1883	0	1.027026891708374	998
exact-heuristic	1000	50	4	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:53.220541	2017-06-19 16:34:54.484927	#EF1883	1	0.5675718784332275	998
brute-force	1000	50	5	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:54.485112	2017-06-19 16:34:55.568217	#EF1883	0	0.4972231388092041	998
exact-heuristic	1000	50	5	0.5759982537872608	#F71976	#F71976	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:55.568435	2017-06-19 16:34:56.765481	#EF1883	1	0.5715727806091309	998
brute-force	1000	50	0	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:56.765687	2017-06-19 16:34:57.901028	#C0A443	0	0.5250730514526367	995
exact-heuristic	1000	50	0	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:57.901201	2017-06-19 16:34:59.050759	#C0A443	1	0.5559790134429932	995
brute-force	1000	50	1	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:34:59.050940	2017-06-19 16:35:00.177217	#C0A443	0	0.5286660194396973	995
exact-heuristic	1000	50	1	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:00.177375	2017-06-19 16:35:01.336143	#C0A443	1	0.5098469257354736	995
brute-force	1000	50	2	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:01.336308	2017-06-19 16:35:02.498269	#C0A443	0	0.5694921016693115	995
exact-heuristic	1000	50	2	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:02.498504	2017-06-19 16:35:03.652060	#C0A443	1	0.5231521129608154	995
brute-force	1000	50	3	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:03.652235	2017-06-19 16:35:04.745923	#C0A443	0	0.5016078948974609	995
exact-heuristic	1000	50	3	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:04.746178	2017-06-19 16:35:05.879510	#C0A443	1	0.4930400848388672	995
brute-force	1000	50	4	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:05.879684	2017-06-19 16:35:06.953439	#C0A443	0	0.5030410289764404	995
exact-heuristic	1000	50	4	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:06.953722	2017-06-19 16:35:08.026439	#C0A443	1	0.4824399948120117	995
brute-force	1000	50	5	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:08.026598	2017-06-19 16:35:09.050036	#C0A443	0	0.47255611419677734	995
exact-heuristic	1000	50	5	0.6089990701367864	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:09.050193	2017-06-19 16:35:10.166734	#C0A443	1	0.5007419586181641	995
brute-force	1000	50	0	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:10.166887	2017-06-19 16:35:11.268826	#BBC94C	0	0.5073390007019043	1000
exact-heuristic	1000	50	0	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:11.268972	2017-06-19 16:35:12.373800	#BBC94C	1	0.5037288665771484	1000
brute-force	1000	50	1	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:12.373965	2017-06-19 16:35:13.423655	#BBC94C	0	0.5038039684295654	1000
exact-heuristic	1000	50	1	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:13.423825	2017-06-19 16:35:14.513331	#BBC94C	1	0.4817178249359131	1000
brute-force	1000	50	2	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:14.513618	2017-06-19 16:35:15.604766	#BBC94C	0	0.5103058815002441	1000
exact-heuristic	1000	50	2	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:15.604946	2017-06-19 16:35:16.648422	#BBC94C	1	0.4750640392303467	1000
brute-force	1000	50	3	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:16.648593	2017-06-19 16:35:17.730620	#BBC94C	0	0.5023729801177979	1000
exact-heuristic	1000	50	3	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:17.730775	2017-06-19 16:35:18.793823	#BBC94C	1	0.4952239990234375	1000
brute-force	1000	50	4	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:18.793989	2017-06-19 16:35:19.902317	#BBC94C	0	0.49299001693725586	1000
exact-heuristic	1000	50	4	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:19.902469	2017-06-19 16:35:20.947976	#BBC94C	1	0.47314906120300293	1000
brute-force	1000	50	5	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:20.948128	2017-06-19 16:35:22.012963	#BBC94C	0	0.47214698791503906	1000
exact-heuristic	1000	50	5	0.4979078532072325	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:22.013256	2017-06-19 16:35:23.030812	#BBC94C	1	0.47010302543640137	1000
brute-force	1000	50	0	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:23.030969	2017-06-19 16:35:24.097930	#C6B648	0	0.47963809967041016	996
exact-heuristic	1000	50	0	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:24.098102	2017-06-19 16:35:25.199002	#C6B648	1	0.5116391181945801	996
brute-force	1000	50	1	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:25.199159	2017-06-19 16:35:26.337579	#C6B648	0	0.5120401382446289	996
exact-heuristic	1000	50	1	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:26.337892	2017-06-19 16:35:27.456291	#C6B648	1	0.5048449039459229	996
brute-force	1000	50	2	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:27.456442	2017-06-19 16:35:28.553357	#C6B648	0	0.5055510997772217	996
exact-heuristic	1000	50	2	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:28.553560	2017-06-19 16:35:29.615106	#C6B648	1	0.46773195266723633	996
brute-force	1000	50	3	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:29.615281	2017-06-19 16:35:30.673816	#C6B648	0	0.4710710048675537	996
exact-heuristic	1000	50	3	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:30.673980	2017-06-19 16:35:31.704203	#C6B648	1	0.4643981456756592	996
brute-force	1000	50	4	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:31.704369	2017-06-19 16:35:32.737831	#C6B648	0	0.4678630828857422	996
exact-heuristic	1000	50	4	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:32.738004	2017-06-19 16:35:33.806550	#C6B648	1	0.49312615394592285	996
brute-force	1000	50	5	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:33.806832	2017-06-19 16:35:34.821971	#C6B648	0	0.46982908248901367	996
exact-heuristic	1000	50	5	0.8382372362691031	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:34.822124	2017-06-19 16:35:35.868849	#C6B648	1	0.48478198051452637	996
brute-force	1000	50	0	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:35.869039	2017-06-19 16:35:36.906883	#BDA951	0	0.49014782905578613	995
exact-heuristic	1000	50	0	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:36.907044	2017-06-19 16:35:37.960565	#BDA951	1	0.47867608070373535	995
brute-force	1000	50	1	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:37.960759	2017-06-19 16:35:39.009975	#BDA951	0	0.48941707611083984	995
exact-heuristic	1000	50	1	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:39.010131	2017-06-19 16:35:40.034732	#BDA951	1	0.45714688301086426	995
brute-force	1000	50	2	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:40.034911	2017-06-19 16:35:41.013419	#BDA951	0	0.4391160011291504	995
exact-heuristic	1000	50	2	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:41.013577	2017-06-19 16:35:42.036147	#BDA951	1	0.4597909450531006	995
brute-force	1000	50	3	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:42.036366	2017-06-19 16:35:43.049356	#BDA951	0	0.45912599563598633	995
exact-heuristic	1000	50	3	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:43.049513	2017-06-19 16:35:44.078163	#BDA951	1	0.4549441337585449	995
brute-force	1000	50	4	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:44.078315	2017-06-19 16:35:45.075040	#BDA951	0	0.4463310241699219	995
exact-heuristic	1000	50	4	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:45.075233	2017-06-19 16:35:46.116294	#BDA951	1	0.46056389808654785	995
brute-force	1000	50	5	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:46.116447	2017-06-19 16:35:47.134923	#BDA951	0	0.4617040157318115	995
exact-heuristic	1000	50	5	0.1717978382015274	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:47.135127	2017-06-19 16:35:48.239497	#BDA951	1	0.5053699016571045	995
brute-force	1000	50	0	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:48.239913	2017-06-19 16:35:49.378347	#B1B74F	0	0.5172219276428223	991
exact-heuristic	1000	50	0	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:49.378554	2017-06-19 16:35:50.546960	#B1B74F	1	0.5223941802978516	991
brute-force	1000	50	1	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:50.547447	2017-06-19 16:35:51.689430	#B1B74F	0	0.5236327648162842	991
exact-heuristic	1000	50	1	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:51.689629	2017-06-19 16:35:52.794620	#B1B74F	1	0.5053420066833496	991
brute-force	1000	50	2	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:52.794915	2017-06-19 16:35:53.953969	#B1B74F	0	0.5364258289337158	991
exact-heuristic	1000	50	2	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:53.954130	2017-06-19 16:35:55.062977	#B1B74F	1	0.4841771125793457	991
brute-force	1000	50	3	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:55.063261	2017-06-19 16:35:56.213252	#B1B74F	0	0.5369970798492432	991
exact-heuristic	1000	50	3	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:56.213464	2017-06-19 16:35:57.304817	#B1B74F	1	0.5044901371002197	991
brute-force	1000	50	4	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:57.305033	2017-06-19 16:35:58.452442	#B1B74F	0	0.4997730255126953	991
exact-heuristic	1000	50	4	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:58.452610	2017-06-19 16:35:59.562839	#B1B74F	1	0.507174015045166	991
brute-force	1000	50	5	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:35:59.563023	2017-06-19 16:36:00.674351	#B1B74F	0	0.5089030265808105	991
exact-heuristic	1000	50	5	0.03258176771935872	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:36:00.674513	2017-06-19 16:36:01.775384	#B1B74F	1	0.49959492683410645	991
brute-force	1000	50	0	0.8048553004169102	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:36:01.775532	2017-06-19 16:36:02.890638	#BEB657	0	0.49521803855895996	998
exact-heuristic	1000	50	0	0.8048553004169102	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:36:02.890811	2017-06-19 16:36:03.991308	#BEB657	1	0.4896430969238281	998
brute-force	1000	50	1	0.8048553004169102	#BCB249	#BCB249	random	1	Chloes-MacBook-Pro-4.local	/Users/chloerainezeller/Desktop/Research/rdfwrap	chloerainezeller	2017-06-19 16:36:03.991503	2017-06-19 16:36:05.130450	#BEB657	0	0.524083137512207	998
